"rental_id","owner_id","vehicle_id","location_id","rate_daily","rating","rentertripstaken","reviewcount","location_id-2","location_city","location_country","location_latitude","location_longitude","airport_city","vehicle_id-2","vehicle_make","vehicle_model","vehicle_type","vehicle_year","fueltype","estimated_car_price"
18106,14284451,960,426,"396.00","5.00",16,15,426,"Newport Beach","US","33.630452","-117.861908","Santa Ana",960,"Audi","R8","coupe",2008,"GASOLINE","80000.00"
18107,3547562,901,3421,"44.00","4.64",15,14,3421,"Santa Ana","US","33.761789","-117.858926","Santa Ana",901,"Chevrolet","Bolt EV","hatchback",2019,"ELECTRIC","25000.00"
18108,9908579,1496,4525,"65.00","5.00",7,7,4525,"Irvine","US","33.656224","-117.733533","Santa Ana",1496,"BMW","3-Series","sedan",2020,"GASOLINE","45000.00"
18109,9634099,1132,249,"65.00","5.00",14,12,249,"Newport Beach","US","33.637596","-117.860454","Santa Ana",1132,"BMW","4-Series","coupe",2019,"GASOLINE","40000.00"
18110,8853685,55,4613,"41.00","5.00",37,29,4613,"Irvine","US","33.646741","-117.748963","Santa Ana",55,"Ford","Mustang","coupe",2016,"GASOLINE","25000.00"
18111,2359196,1291,326,"199.00","5.00",3,2,326,"Dana Point","US","33.488938","-117.701837","Santa Ana",1291,"Porsche","911","coupe",2013,"GASOLINE","60000.00"
18112,161542,1439,1358,"200.00","4.57",10,7,1358,"San Gabriel","US","34.128152","-118.080589","Santa Ana",1439,"Tesla","Model S","sedan",2016,"ELECTRIC","50000.00"
18113,5441466,125,1142,"999.00","5.00",19,12,1142,"Beverly Hills","US","34.068107","-118.400772","Santa Ana",125,"Lamborghini","Huracan","coupe",2017,"GASOLINE","200000.00"
18114,633650,251,1702,"45.00","4.96",115,96,1702,"Bradenton","US","27.462294","-82.610041","Sarasota/Bradenton",251,"Ford","Mustang","coupe",2012,"GASOLINE","15000.00"
18115,633650,1146,4098,"59.00","5.00",71,57,4098,"Bradenton","US","27.462881","-82.609298","Sarasota/Bradenton",1146,"BMW","2 Series","coupe",2015,"GASOLINE","22000.00"
18116,633650,885,5401,"56.00","4.95",89,75,5401,"Bradenton","US","27.461851","-82.607941","Sarasota/Bradenton",885,"BMW","5 Series","sedan",2013,"GASOLINE","18000.00"
18117,379208,1930,155,"117.00","5.00",14,11,155,"Tampa","US","27.977821","-82.531071","Sarasota/Bradenton",1930,"Tesla","Model 3","sedan",2020,"ELECTRIC","45000.00"
18118,15635649,584,2657,"32.00","5.00",1,1,2657,"Bradenton","US","27.432029","-82.456235","Sarasota/Bradenton",584,"Infiniti","M35","sedan",2009,"GASOLINE","8000.00"
18119,633650,1297,1633,"46.00","4.86",98,84,1633,"Bradenton","US","27.462863","-82.609209","Sarasota/Bradenton",1297,"Mercedes-Benz","C-Class","sedan",2009,"GASOLINE","8000.00"
18120,1809789,50,2957,"36.00","4.98",56,52,2957,"Gibsonton","US","27.836962","-82.349677","Sarasota/Bradenton",50,"FIAT","500","hatchback",2012,"GASOLINE","8000.00"
18121,1761272,881,3183,"38.00","4.96",66,50,3183,"Sarasota","US","27.401420","-82.517669","Sarasota/Bradenton",881,"Hyundai","Sonata","sedan",2015,"GASOLINE","18000.00"
18122,11432744,315,3924,"50.00","5.00",16,12,3924,"Sarasota","US","27.352480","-82.530964","Sarasota/Bradenton",315,"Ford","Fusion","sedan",2017,"GASOLINE","18000.00"
18123,11432744,579,5192,"50.00","4.90",15,10,5192,"Sarasota","US","27.352626","-82.531146","Sarasota/Bradenton",579,"Kia","Optima","sedan",2019,"GASOLINE","25000.00"
18124,11432744,579,144,"50.00","4.48",32,25,144,"Sarasota","US","27.353598","-82.530996","Sarasota/Bradenton",579,"Kia","Optima","sedan",2019,"GASOLINE","25000.00"
18125,14440764,211,5324,"66.00","4.88",28,24,5324,"St. Petersburg","US","27.821925","-82.679243","Sarasota/Bradenton",211,"BMW","3 Series","sedan",2013,"GASOLINE","15000.00"
18126,2224456,1509,5660,"54.00","4.99",96,82,5660,"Ruskin","US","27.713017","-82.447838","Sarasota/Bradenton",1509,"MINI","Cooper","hatchback",2016,"GASOLINE","18000.00"
18127,2224456,401,338,"46.00","4.81",37,27,338,"Ruskin","US","27.715034","-82.447876","Sarasota/Bradenton",401,"MINI","Cooper","hatchback",2012,"GASOLINE","10000.00"
18128,13262141,139,77,"599.00",NULL,0,0,77,"Tampa","US","27.966154","-82.566541","Sarasota/Bradenton",139,"Mercedes-Benz","S-Class","sedan",2017,"GASOLINE","70000.00"
18129,2224456,1045,3038,"38.00","4.92",44,37,3038,"Ruskin","US","27.712986","-82.447945","Sarasota/Bradenton",1045,"Chrysler","Sebring","sedan",2010,"GASOLINE","5000.00"
18130,2224456,876,3157,"38.00","4.88",37,33,3157,"Ruskin","US","27.713954","-82.448597","Sarasota/Bradenton",876,"Chrysler","200","sedan",2012,"GASOLINE","6000.00"
18131,4293191,600,2935,"139.00","4.79",35,29,2935,"Miami","US","25.793860","-80.187992","West Palm Beach",600,"Chevrolet","Suburban","suv",2015,"GASOLINE","30000.00"
18132,7914909,1394,4344,"108.00","5.00",7,6,4344,"Humble","US","29.941352","-95.247803","Houston",1394,"Land Rover","Range Rover","suv",2014,"GASOLINE","40000.00"
18133,7914909,29,5844,"52.00","5.00",29,24,5844,"Humble","US","29.941628","-95.247941","Houston",29,"Mercedes-Benz","GL-Class","suv",2012,"GASOLINE","20000.00"
18134,2272659,1282,610,"180.00","4.92",76,73,610,"Olathe","US","38.932393","-94.886395","Kansas City",1282,"Tesla","Model X","suv",2016,"ELECTRIC","60000.00"
18135,2224456,967,4959,"34.00","4.97",43,40,4959,"Ruskin","US","27.713554","-82.448473","Sarasota/Bradenton",967,"Chrysler","Sebring","sedan",2008,"GASOLINE","4000.00"
18136,2224456,406,83,"34.00","5.00",2,1,83,"Ruskin","US","27.714641","-82.447464","Sarasota/Bradenton",406,"Honda","Fit","hatchback",2011,"GASOLINE","7000.00"
18137,2224456,926,2505,"31.00","5.00",3,1,2505,"Ruskin","US","27.713514","-82.447660","Sarasota/Bradenton",926,"Toyota","Yaris","hatchback",2009,"GASOLINE","5000.00"
18138,2224456,1323,2104,"30.00","5.00",16,14,2104,"Ruskin","US","27.713477","-82.449030","Sarasota/Bradenton",1323,"Chevrolet","Spark","hatchback",2013,"GASOLINE","7000.00"
18139,2224456,1323,1434,"28.00","4.83",30,23,1434,"Ruskin","US","27.714734","-82.448625","Sarasota/Bradenton",1323,"Chevrolet","Spark","hatchback",2013,"GASOLINE","7000.00"
18140,11558863,1696,1532,"195.00","5.00",15,14,1532,"St. Louis","US","38.622687","-90.256570","St Louis",1696,"Tesla","Model S","sedan",2019,"ELECTRIC","60000.00"
18141,1812982,407,1074,"99.00","4.96",60,55,1074,"St. Louis","US","38.737194","-90.363051","St Louis",407,"Tesla","Model 3","sedan",2018,"ELECTRIC","40000.00"
18142,10496716,406,1243,"32.00","4.86",24,22,1243,"Sanford","US","28.762869","-81.300137","Orlando",406,"Honda","Fit","hatchback",2011,"GASOLINE","7000.00"
18143,11558863,465,333,"135.00","4.73",11,11,333,"St. Louis","US","38.622598","-90.257586","St Louis",465,"Kia","Stinger","sedan",2019,"GASOLINE","38000.00"
18144,11022637,1403,4201,"49.00","5.00",3,3,4201,"Tustin","US","33.735711","-117.787803","Santa Ana",1403,"BMW","3 Series","sedan",2018,"HYBRID","38000.00"
18145,15581721,1580,4729,"35.00","5.00",5,5,4729,"Hazelwood","US","38.790013","-90.374905","St Louis",1580,"Toyota","Corolla","sedan",2014,"GASOLINE","12000.00"
18146,15167142,933,5455,"33.00",NULL,0,0,5455,"Salem","US","38.646590","-88.941932","St Louis",933,"Hyundai","Elantra","sedan",2016,"GASOLINE","15000.00"
18147,793893,1257,4933,"69.00","5.00",49,46,4933,"Mansfield","US","42.031835","-71.218869","Providence",1257,"Nissan","Rogue","suv",2018,"GASOLINE","22000.00"
18148,9003653,1805,4942,"89.00","4.75",18,16,4942,"Hammond","US","41.630508","-87.507368","Chicago",1805,"Chevrolet","Traverse","suv",2018,"GASOLINE","35000.00"
18149,2327860,1217,4431,"70.00","4.96",32,28,4431,"St. Louis","US","38.636495","-90.400502","St Louis",1217,"Cadillac","ATS","sedan",2018,"GASOLINE","30000.00"
18150,2854299,1789,1927,"40.00",NULL,0,0,1927,"St. Louis","US","38.483558","-90.396580","St Louis",1789,"Chevrolet","Impala","sedan",2011,"GASOLINE","7000.00"
18151,2854299,848,5093,"32.00","5.00",16,12,5093,"St. Louis","US","38.484288","-90.395758","St Louis",848,"Dodge","Dart","sedan",2013,"GASOLINE","8000.00"
18152,2854299,249,4700,"29.00","4.64",11,11,4700,"St. Louis","US","38.484945","-90.396267","St Louis",249,"Kia","Forte","hatchback",2011,"GASOLINE","8000.00"
18153,11262148,881,5626,"41.00",NULL,0,0,5626,"Tallahassee","US","30.442046","-84.263464","Tallahassee",881,"Hyundai","Sonata","sedan",2015,"GASOLINE","18000.00"
18154,7493945,193,4244,"36.00","4.91",74,67,4244,"Tampa","US","27.981446","-82.547784","Tampa",193,"Toyota","Prius","sedan",2007,"HYBRID","5000.00"
18155,6580135,407,1134,"89.00","5.00",67,64,1134,"Tampa","US","28.094905","-82.540525","Tampa",407,"Tesla","Model 3","sedan",2018,"ELECTRIC","40000.00"
18156,7493945,1428,4735,"40.00","4.91",98,82,4735,"Tampa","US","27.983608","-82.546806","Tampa",1428,"Toyota","Corolla","sedan",2011,"GASOLINE","8000.00"
18157,7493945,1546,5472,"37.00","4.80",106,91,5472,"Tampa","US","27.983021","-82.548733","Tampa",1546,"Chevrolet","Cruze","sedan",2011,"GASOLINE","6000.00"
18158,3221724,1930,869,"116.00","5.00",27,26,869,"Tampa","US","28.057198","-82.550716","Tampa",1930,"Tesla","Model 3","sedan",2020,"ELECTRIC","45000.00"
18159,7493945,193,1117,"42.00","4.89",69,61,1117,"Tampa","US","27.983103","-82.546425","Tampa",193,"Toyota","Prius","sedan",2007,"HYBRID","5000.00"
18160,583154,817,1306,"168.00","4.92",57,53,1306,"Newark","US","40.723471","-74.147819","Newark",817,"Chevrolet","Suburban","suv",2018,"GASOLINE","65000.00"
18161,14985418,881,1810,"32.00","4.69",18,16,1810,"Tampa","US","27.961413","-82.515090","Tampa",881,"Hyundai","Sonata","sedan",2015,"GASOLINE","18000.00"
18162,1889331,55,2276,"100.00","4.91",89,75,2276,"Seminole","US","27.847813","-82.803412","Tampa",55,"Ford","Mustang","coupe",2016,"GASOLINE","25000.00"
18163,9422919,442,5406,"119.00","5.00",12,10,5406,"Seffner","US","27.979082","-82.286220","Tampa",442,"Mercedes-Benz","CLS-Class","sedan",2016,"GASOLINE","35000.00"
18164,7122299,1731,4316,"69.00","4.99",86,77,4316,"Tampa","US","27.970366","-82.563759","Tampa",1731,"Ford","Mustang","coupe",2017,"GASOLINE","28000.00"
18165,15436077,576,3022,"94.00","5.00",2,2,3022,"Tampa","US","27.961565","-82.514891","Tampa",576,"Porsche","Boxster","convertible",2008,"GASOLINE","20000.00"
18166,1792368,1015,181,"149.00","4.95",23,21,181,"Honolulu","US","21.296027","-157.846212","Honolulu",1015,"BMW","i8","coupe",2017,"HYBRID","80000.00"
18167,15721481,946,92,"36.00","5.00",2,2,92,"Tampa","US","27.961372","-82.513891","Tampa",946,"Toyota","Camry","sedan",2017,"GASOLINE","22000.00"
18168,9096114,268,1485,"33.00",NULL,0,0,1485,"Tampa","US","27.984006","-82.568543","Tampa",268,"Hyundai","Elantra","sedan",2018,"GASOLINE","18000.00"
18169,15301807,1084,5741,"76.00","5.00",6,6,5741,"Odessa","US","28.167514","-82.581080","Tampa",1084,"Ford","Mustang","coupe",2020,"GASOLINE","40000.00"
18170,3513260,176,5099,"65.00","5.00",10,6,5099,"Tampa","US","27.959214","-82.531971","Tampa",176,"BMW","1 Series","sedan",2011,"GASOLINE","10000.00"
18171,14985418,1780,2745,"36.00","5.00",3,3,2745,"Tampa","US","27.961571","-82.514535","Tampa",1780,"Chevrolet","Malibu","sedan",2015,"GASOLINE","15000.00"
18172,3513260,237,1978,"82.00","5.00",13,12,1978,"Tampa","US","27.959787","-82.533447","Tampa",237,"Mercedes-Benz","E-Class","sedan",2011,"GASOLINE","12000.00"
18173,2385939,1726,5690,"56.00","4.78",41,37,5690,"St. Petersburg","US","27.825141","-82.699199","Tampa",1726,"Ford","Mustang","coupe",2013,"GASOLINE","18000.00"
18174,15301807,1084,1638,"59.00","5.00",7,7,1638,"Odessa","US","28.167681","-82.581173","Tampa",1084,"Ford","Mustang","coupe",2020,"GASOLINE","40000.00"
18175,11592515,1731,2653,"98.00","4.93",17,15,2653,"Westchase","US","28.068070","-82.625368","Tampa",1731,"Ford","Mustang","coupe",2017,"GASOLINE","28000.00"
18176,903848,470,2145,"100.00","5.00",1,1,2145,"Brandon","US","27.952462","-82.282915","Tampa",470,"BMW","4 Series","coupe",2016,"GASOLINE","30000.00"
18177,14647538,1560,3114,"85.00","5.00",9,9,3114,"Tampa","US","27.961011","-82.515935","Tampa",1560,"Ford","Mustang","coupe",2018,"GASOLINE","30000.00"
18178,11427405,1807,2633,"130.00","5.00",13,12,2633,"Tampa","US","27.959111","-82.512842","Tampa",1807,"Tesla","Model 3","sedan",2019,"ELECTRIC","45000.00"
18179,7122299,1395,3507,"99.00","4.94",75,68,3507,"Tampa","US","27.970853","-82.563062","Tampa",1395,"Porsche","Boxster","convertible",2006,"GASOLINE","15000.00"
18180,15436077,211,2572,"70.00","4.60",5,5,2572,"Tampa","US","27.961746","-82.513394","Tampa",211,"BMW","3 Series","sedan",2013,"GASOLINE","15000.00"
18181,14985418,876,5126,"34.00","5.00",4,3,5126,"Tampa","US","27.961960","-82.516054","Tampa",876,"Chrysler","200","sedan",2012,"GASOLINE","6000.00"
18182,439974,131,1127,"165.00","5.00",6,5,1127,"Tampa","US","28.069307","-82.558467","Tampa",131,"BMW","M4","coupe",2016,"GASOLINE","48000.00"
18183,14985418,848,3581,"33.00","5.00",7,5,3581,"Tampa","US","27.961591","-82.516236","Tampa",848,"Dodge","Dart","sedan",2013,"GASOLINE","8000.00"
18184,3123958,152,5810,"139.00","5.00",111,103,5810,"Wesley Chapel","US","28.189261","-82.293428","Tampa",152,"Jaguar","F-TYPE","coupe",2014,"GASOLINE","40000.00"
18185,3123958,1795,907,"135.00","4.95",74,66,907,"Wesley Chapel","US","28.187993","-82.294013","Tampa",1795,"Jaguar","F-TYPE","coupe",2015,"GASOLINE","45000.00"
18186,451389,1776,80,"84.00","5.00",34,33,80,"Odessa","US","28.167244","-82.582195","Tampa",1776,"Mercedes-Benz","E-Class","sedan",2016,"GASOLINE","35000.00"
18187,330094,1439,3331,"143.00","4.73",16,15,3331,"Tampa","US","28.026343","-82.589299","Tampa",1439,"Tesla","Model S","sedan",2016,"ELECTRIC","50000.00"
18188,7846509,820,2191,"160.00","5.00",3,3,2191,"Clearwater","US","27.964496","-82.804492","Tampa",820,"Chevrolet","Corvette","coupe",2015,"GASOLINE","45000.00"
18189,11592515,593,4502,"47.00","5.00",22,21,4502,"Tampa","US","28.005200","-82.558188","Tampa",593,"Toyota","C-HR","hatchback",2019,"GASOLINE","22000.00"
18190,3123958,1181,98,"139.00","5.00",30,27,98,"Wesley Chapel","US","28.188577","-82.295195","Tampa",1181,"Chevrolet","Corvette","coupe",2016,"GASOLINE","55000.00"
18191,1618356,1885,2777,"35.00","4.94",59,49,2777,"Houston","US","29.745102","-95.391910","Houston",1885,"Honda","CR-V","suv",2011,"GASOLINE","9000.00"
18192,15436077,579,1521,"45.00","5.00",9,9,1521,"Tampa","US","27.960915","-82.515126","Tampa",579,"Kia","Optima","sedan",2019,"GASOLINE","25000.00"
18193,9474691,1807,3501,"131.00","5.00",18,15,3501,"Tampa","US","27.939893","-82.472578","Tampa",1807,"Tesla","Model 3","sedan",2019,"ELECTRIC","45000.00"
18194,3569427,1383,163,"32.00","4.88",35,32,163,"Land O Lakes","US","28.209900","-82.395149","Tampa",1383,"Volkswagen","Jetta","sedan",2013,"DIESEL","8000.00"
18195,14924810,1449,536,"110.00","5.00",22,18,536,"New Port Richey","US","28.219472","-82.684520","Tampa",1449,"Polaris","Slingshot","coupe",2019,"GASOLINE","25000.00"
18196,7122299,518,2670,"299.00","5.00",33,25,2670,"Tampa","US","27.968623","-82.563178","Tampa",518,"Ford","Mustang","coupe",1965,"GASOLINE","35000.00"
18197,7493945,1428,4322,"59.00","4.67",4,3,4322,"Tampa","US","27.983727","-82.546705","Tampa",1428,"Toyota","Corolla","sedan",2011,"GASOLINE","8000.00"
18198,11253405,145,4197,"88.00","4.95",21,20,4197,"Tampa","US","28.134314","-82.369543","Tampa",145,"Ford","Mustang","coupe",2019,"GASOLINE","35000.00"
18199,14472884,563,2420,"72.00","5.00",4,3,2420,"Tampa","US","27.967806","-82.433533","Tampa",563,"Mercedes-Benz","C-Class","sedan",2015,"GASOLINE","25000.00"
18200,5507864,415,5843,"89.00","5.00",1,1,5843,"Tampa","US","27.972146","-82.565810","Tampa",415,"BMW","5 Series","sedan",2008,"GASOLINE","8000.00"
18201,9422919,1449,5108,"199.00","5.00",20,14,5108,"Seffner","US","27.978968","-82.285188","Tampa",1449,"Polaris","Slingshot","coupe",2019,"GASOLINE","25000.00"
18202,10869870,381,1471,"62.00","5.00",12,10,1471,"Tampa","US","27.967222","-82.433894","Tampa",381,"Infiniti","Q50","sedan",2018,"GASOLINE","30000.00"
18203,3799965,1760,4005,"229.00","4.59",52,41,4005,"Tampa","US","27.952391","-82.459153","Tampa",1760,"Maserati","Ghibli","coupe",2015,"GASOLINE","45000.00"
18204,10766438,1824,396,"133.00","4.97",43,38,396,"Tampa","US","27.890846","-82.529369","Tampa",1824,"Dodge","Challenger","coupe",2019,"GASOLINE","40000.00"
18205,15162374,1633,3032,"115.00","5.00",1,1,3032,"Augusta","US","33.513423","-82.027434","Augusta",1633,"Cadillac","ATS","sedan",2015,"GASOLINE","20000.00"
18206,9698541,1623,299,"37.00","5.00",43,36,299,"Tampa","US","28.024445","-82.466882","Tampa",1623,"Mercedes-Benz","E-Class","sedan",2007,"GASOLINE","7000.00"
18207,13773217,1191,495,"70.00","5.00",12,11,495,"Tampa","US","28.012730","-82.460102","Tampa",1191,"Toyota","Camry","sedan",2019,"GASOLINE","28000.00"
18208,2480778,1732,4625,"80.00","5.00",2,2,4625,"St. Petersburg","US","27.769838","-82.643600","Tampa",1732,"Mercedes-Benz","CLA-Class","coupe",2015,"GASOLINE","22000.00"
18209,333121,246,3051,"52.00","5.00",6,6,3051,"Brandon","US","27.919498","-82.271232","Tampa",246,"Dodge","Charger","sedan",2014,"GASOLINE","16000.00"
18210,6307631,56,3383,"62.00","4.43",7,7,3383,"Lakeland","US","28.016728","-81.924127","Tampa",56,"Mercedes-Benz","C-Class","sedan",2013,"GASOLINE","15000.00"
18211,3143655,277,3977,"99.00","5.00",9,8,3977,"Austin","US","30.200222","-97.742816","Austin",277,"Toyota","Tacoma","truck",2018,"GASOLINE","30000.00"
18212,1270921,1901,4663,"129.00","5.00",10,11,4663,"Largo","US","27.871642","-82.774137","Tampa",1901,"Tesla","Model S","sedan",2014,"ELECTRIC","40000.00"
18213,11853482,1532,1873,"31.00","4.84",31,31,1873,"Brandon","US","27.923842","-82.293825","Tampa",1532,"Mitsubishi","Mirage G4","sedan",2019,"GASOLINE","16000.00"
18214,1270921,459,1912,"180.00","5.00",36,33,1912,"Pinellas Park","US","27.846267","-82.676734","Tampa",459,"Tesla","Model S","sedan",2013,"ELECTRIC","40000.00"
18215,451389,1199,218,"38.00","4.95",42,39,218,"Odessa","US","28.166303","-82.581500","Tampa",1199,"Hyundai","Sonata","sedan",2019,"GASOLINE","25000.00"
18216,1136678,1833,2213,"41.00","4.60",5,5,2213,"Palm Harbor","US","28.072047","-82.727031","Tampa",1833,"Mazda","6","sedan",2014,"GASOLINE","13000.00"
18217,4341070,1181,3776,"699.00",NULL,0,0,3776,"Tampa","US","28.156759","-82.276515","Tampa",1181,"Chevrolet","Corvette","coupe",2016,"GASOLINE","55000.00"
18218,1639067,145,4741,"90.00","5.00",3,3,4741,"St. Pete Beach","US","27.723021","-82.739836","Tampa",145,"Ford","Mustang","coupe",2019,"GASOLINE","35000.00"
18219,1215882,352,1346,"99.00",NULL,0,0,1346,"Tampa","US","27.969167","-82.567937","Tampa",352,"Mercedes-Benz","C-Class","sedan",2019,"GASOLINE","40000.00"
18220,15330412,61,5669,"50.00","5.00",1,1,5669,"Largo","US","27.897036","-82.788978","Tampa",61,"Ford","Fusion Energi","sedan",2016,"HYBRID","16000.00"
18221,1491768,70,4273,"55.00","5.00",5,5,4273,"Wesley Chapel","US","28.185402","-82.364792","Tampa",70,"Chrysler","200","sedan",2015,"GASOLINE","15000.00"
18222,8008622,262,4840,"72.00","4.93",32,28,4840,"Brooksville","US","28.531597","-82.227464","Tampa",262,"Audi","A3","sedan",2016,"GASOLINE","18000.00"
18223,7799729,885,2461,"58.00","5.00",34,33,2461,"Aiea","US","21.381607","-157.950772","Honolulu",885,"BMW","5 Series","sedan",2013,"GASOLINE","18000.00"
18224,1491768,891,4134,"40.00","4.95",23,21,4134,"Wesley Chapel","US","28.184473","-82.366860","Tampa",891,"Chevrolet","Sonic","hatchback",2015,"GASOLINE","12000.00"
18225,15330412,755,2074,"40.00","5.00",8,6,2074,"Largo","US","27.898637","-82.790002","Tampa",755,"Ford","Fusion","sedan",2014,"GASOLINE","12000.00"
18226,1758719,251,619,"62.00","4.95",44,39,619,"Dunedin","US","28.000566","-82.793695","Tampa",251,"Ford","Mustang","coupe",2012,"GASOLINE","15000.00"
18227,461284,1236,3468,"299.00","5.00",4,3,3468,"Broken Arrow","US","36.056391","-95.661446","Tulsa",1236,"Porsche","911","coupe",2017,"GASOLINE","90000.00"
18228,14541504,1930,1977,"119.00","5.00",1,1,1977,"Tulsa","US","36.071829","-95.962763","Tulsa",1930,"Tesla","Model 3","sedan",2020,"ELECTRIC","45000.00"
18229,6405437,407,3605,"119.00","5.00",39,36,3605,"Tulsa","US","36.137589","-95.971640","Tulsa",407,"Tesla","Model 3","sedan",2018,"ELECTRIC","40000.00"
18230,6725702,407,2267,"178.00","4.90",21,21,2267,"Owasso","US","36.318491","-95.809387","Tulsa",407,"Tesla","Model 3","sedan",2018,"ELECTRIC","40000.00"
18231,5969550,1368,1385,"138.00","5.00",2,2,1385,"Broken Arrow","US","36.060682","-95.607245","Tulsa",1368,"Mercedes-Benz","S-Class","sedan",2008,"GASOLINE","8000.00"
18232,14313012,912,1647,"81.00","5.00",30,27,1647,"Tucson","US","32.237220","-110.969052","Tucson",912,"Polaris","Slingshot","coupe",2016,"GASOLINE","18000.00"
18233,606983,65,997,"300.00",NULL,0,0,997,"Charleston","US","32.790219","-79.937797","Charleston",65,"Tesla","Model X","suv",2017,"ELECTRIC","65000.00"
18234,12107,459,3533,"144.00","4.90",23,21,3533,"Tucson","US","32.256367","-110.931260","Tucson",459,"Tesla","Model S","sedan",2013,"ELECTRIC","40000.00"
18235,7832020,459,1668,"113.00","4.88",9,8,1668,"Tucson","US","32.288016","-110.986978","Tucson",459,"Tesla","Model S","sedan",2013,"ELECTRIC","40000.00"
18236,14985418,1827,1081,"35.00","4.42",13,12,1081,"Tampa","US","27.961721","-82.515451","Tampa",1827,"Hyundai","Elantra","sedan",2013,"GASOLINE","9000.00"
18237,3860635,562,5530,"36.00","4.94",99,81,5530,"Tucson","US","32.144821","-110.963988","Tucson",562,"Hyundai","Accent","hatchback",2016,"GASOLINE","13000.00"
18238,1503573,1807,339,"126.00","5.00",20,18,339,"Tucson","US","32.256631","-110.931392","Tucson",1807,"Tesla","Model 3","sedan",2019,"ELECTRIC","45000.00"
18239,10049323,1078,1028,"76.00","4.79",40,34,1028,"Tucson","US","32.307178","-111.007650","Tucson",1078,"BMW","5 Series","sedan",2011,"GASOLINE","12000.00"
18240,10049323,1237,1218,"76.00","4.95",27,22,1218,"Tucson","US","32.306878","-111.007144","Tucson",1237,"BMW","5 Series","sedan",2012,"GASOLINE","15000.00"
18241,7011026,1306,4631,"102.00","4.81",32,27,4631,"Littleton","US","39.605484","-104.987313","Denver",1306,"Nissan","Pathfinder","suv",2017,"GASOLINE","30000.00"
18242,14558793,1672,2875,"199.00","5.00",3,3,2875,"Tucson","US","32.399723","-110.978946","Tucson",1672,"Chevrolet","Corvette Stingray","convertible",2014,"GASOLINE","40000.00"
18243,9379849,1750,4536,"45.00","5.00",7,7,4536,"Sahuarita","US","31.998259","-110.978795","Tucson",1750,"Lincoln","MKS","sedan",2011,"GASOLINE","10000.00"
18244,7015269,1734,5577,"28.00","4.81",54,48,5577,"Sahuarita","US","31.957478","-110.980371","Tucson",1734,"Ford","Focus","hatchback",2008,"GASOLINE","4000.00"
18245,3860635,1384,4063,"35.00","4.92",49,39,4063,"Tucson","US","32.145165","-110.961987","Tucson",1384,"Kia","Rio","hatchback",2016,"GASOLINE","12000.00"
18246,5638635,1901,1834,"147.00","5.00",12,10,1834,"Knoxville","US","35.873085","-84.202556","Knoxville",1901,"Tesla","Model S","sedan",2014,"ELECTRIC","40000.00"
18247,2110510,738,5729,"179.00","4.92",106,95,5729,"Jersey City","US","40.718479","-74.054255","Newark",738,"Land Rover","Range Rover Sport","suv",2016,"GASOLINE","40000.00"
18248,4343300,929,3779,"39.00","4.84",77,61,3779,"Louisville","US","35.858720","-83.956597","Knoxville",929,"Honda","Civic","sedan",2010,"GASOLINE","8000.00"
18249,3088614,1628,2423,"105.00","5.00",14,8,2423,"Wellington","US","26.671312","-80.250408","West Palm Beach",1628,"Land Rover","Range Rover Evoque","suv",2015,"GASOLINE","28000.00"
18250,11130570,164,486,"184.00","5.00",1,1,486,"Knoxville","US","35.929389","-83.982438","Knoxville",164,"Jaguar","F-TYPE","coupe",2016,"GASOLINE","60000.00"
18251,4343300,910,4195,"36.00","4.90",81,62,4195,"Louisville","US","35.856215","-83.955283","Knoxville",910,"Toyota","Yaris","hatchback",2008,"GASOLINE","6000.00"
18252,2957272,241,2689,"67.00","5.00",3,3,2689,"Knoxville","US","35.943930","-84.147618","Knoxville",241,"Hyundai","Genesis","sedan",2015,"GASOLINE","20000.00"
18253,5128958,934,2607,"30.00","4.84",35,32,2607,"Cedar Park","US","30.491950","-97.847827","Austin",934,"Honda","HR-V","suv",2019,"GASOLINE","22000.00"
18254,929484,885,2088,"76.00","5.00",37,31,2088,"Knoxville","US","35.901612","-84.087417","Knoxville",885,"BMW","5 Series","sedan",2013,"GASOLINE","18000.00"
18255,7791222,342,5467,"64.00","4.25",5,4,5467,"Knoxville","US","35.968658","-83.901197","Knoxville",342,"Audi","A4","sedan",2013,"GASOLINE","13000.00"
18256,4323955,566,2523,"69.00","5.00",3,3,2523,"Rockwood","US","35.896625","-84.635143","Knoxville",566,"Volkswagen","Passat","sedan",2014,"GASOLINE","15000.00"
18257,11257879,1864,2993,"135.00","5.00",32,27,2993,"Niceville","US","30.534071","-86.474849","Valparaiso",1864,"Porsche","Cayman","coupe",2014,"GASOLINE","40000.00"
18258,7494255,1555,1943,"62.00","4.80",13,10,1943,"Destin","US","30.411668","-86.478336","Valparaiso",1555,"BMW","3 Series","sedan",2009,"GASOLINE","8000.00"
18259,7494255,1842,5147,"56.00","4.89",10,9,5147,"Eglin Air Force Base","US","30.495067","-86.550006","Valparaiso",1842,"BMW","3 Series","sedan",2008,"GASOLINE","6000.00"
18260,7494255,1842,484,"77.00","5.00",30,25,484,"Destin","US","30.411570","-86.478342","Valparaiso",1842,"BMW","3 Series","sedan",2008,"GASOLINE","6000.00"
18261,9643603,1108,4034,"104.00","4.96",32,27,4034,"Niceville","US","30.492452","-86.430677","Valparaiso",1108,"Chevrolet","Camaro","coupe",2017,"GASOLINE","30000.00"
